no,lot,EndTimestamp.datetime,measstep,TestprgName,Tester,Loadboard,HandlerID,HBIN,SBIN,LBIN_P_NAME,SocketNumber,N,testedQtyBySocket,percentBySocket,timestamp
467,lot40,1/24/2019 9:58,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_SCK_2,2,2,2356,0.000848896434634975,2019-01-24 09:58:00
468,lot40,1/24/2019 9:58,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFB_2,3,36,2453,0.0146759070525887,2019-01-24 09:58:00
469,lot40,1/24/2019 9:58,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_DAT_2,1,2,1122,0.0017825311942959,2019-01-24 09:58:00
470,lot40,1/24/2019 9:58,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFA,3,3,2453,0.00122299225438239,2019-01-24 09:58:00
471,lot40,1/24/2019 9:58,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_GND,2,7,2356,0.00297113752122241,2019-01-24 09:58:00
472,lot40,1/24/2019 9:58,B1,testprogram1,tester3,Loadboard2,Handler1,8,52,REG_0X06,2,1,2356,0.000424448217317487,2019-01-24 09:58:00
473,lot40,1/24/2019 9:58,B1,testprogram1,tester3,Loadboard2,Handler1,8,54,STAT_REG_READ_2,1,1,1122,0.00089126559714795,2019-01-24 09:58:00
474,lot40,1/24/2019 9:58,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFB,2,3,2356,0.00127334465195246,2019-01-24 09:58:00
475,lot40,1/24/2019 9:58,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_GND_2,2,2,2356,0.000848896434634975,2019-01-24 09:58:00
476,lot40,1/24/2019 9:58,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_GND,1,1,1122,0.00089126559714795,2019-01-24 09:58:00
477,lot40,1/24/2019 9:58,B1,testprogram1,tester3,Loadboard2,Handler1,8,48,VRA3_OV,2,1,2356,0.000424448217317487,2019-01-24 09:58:00
478,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,1,1,,0,284,303,0.937293729372937,2019-01-25 10:49:00
479,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFA,2,9,43,0.209302325581395,2019-01-25 10:49:00
480,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,1,1,,1,232,276,0.840579710144927,2019-01-25 10:49:00
481,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,1,1,,3,247,269,0.9182156133829,2019-01-25 10:49:00
482,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,39,KELVINRES_DAT_2,2,12,43,0.27906976744186,2019-01-25 10:49:00
483,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,1,1,,2,17,43,0.395348837209302,2019-01-25 10:49:00
484,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,39,KELVINRES_DAT_2,3,5,269,0.0185873605947955,2019-01-25 10:49:00
485,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,39,KELVINRES_DAT,1,18,276,0.0652173913043478,2019-01-25 10:49:00
486,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,39,KELVINRES_CSQ,1,4,276,0.0144927536231884,2019-01-25 10:49:00
487,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,39,KELVINRES_GND,1,1,276,0.0036231884057971,2019-01-25 10:49:00
488,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,39,KELVINRES_CLK_2,1,6,276,0.0217391304347826,2019-01-25 10:49:00
489,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,8,50,SIGNAL_CLK,0,1,303,0.0033003300330033,2019-01-25 10:49:00
490,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,8,50,SIGNAL_CLK_2,1,3,276,0.0108695652173913,2019-01-25 10:49:00
491,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,8,51,CLK_DROPOUT,0,2,303,0.0066006600660066,2019-01-25 10:49:00
492,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,8,50,F_DIGITAL_2,3,2,269,0.00743494423791822,2019-01-25 10:49:00
493,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,39,KELVINRES_SCK,0,7,303,0.0231023102310231,2019-01-25 10:49:00
494,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,8,51,CLK_DROPOUT_2,0,2,303,0.0066006600660066,2019-01-25 10:49:00
495,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,39,KELVINRES_SCK,2,1,43,0.0232558139534884,2019-01-25 10:49:00
496,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,8,51,CLK_DROPOUT,3,1,269,0.00371747211895911,2019-01-25 10:49:00
497,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,70,START_TEMP,0,5,303,0.0165016501650165,2019-01-25 10:49:00
498,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,8,50,SIGNAL_CLK_2,0,1,303,0.0033003300330033,2019-01-25 10:49:00
499,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,39,KELVINRES_CLK_2,2,1,43,0.0232558139534884,2019-01-25 10:49:00
500,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFB_2,2,3,43,0.0697674418604651,2019-01-25 10:49:00
501,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,8,42,AN_GND_OFFSET,1,1,276,0.0036231884057971,2019-01-25 10:49:00
502,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,8,50,F_DIGITAL_2,0,1,303,0.0033003300330033,2019-01-25 10:49:00
503,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,8,50,F_DIGITAL,3,1,269,0.00371747211895911,2019-01-25 10:49:00
504,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,8,50,SIGNAL_CLK_2,3,1,269,0.00371747211895911,2019-01-25 10:49:00
505,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,39,KELVINRES_CLK,1,1,276,0.0036231884057971,2019-01-25 10:49:00
506,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,70,START_TEMP,3,11,269,0.0408921933085502,2019-01-25 10:49:00
507,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,70,START_TEMP_2,1,1,276,0.0036231884057971,2019-01-25 10:49:00
508,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,70,START_TEMP,1,9,276,0.0326086956521739,2019-01-25 10:49:00
509,lot40,1/25/2019 10:49,B3,testprogram5,tester3,Loadboard2,Handler1,6,70,START_TEMP_2,3,1,269,0.00371747211895911,2019-01-25 10:49:00
510,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,1,1,,1,2693,2920,0.922260273972603,2019-01-27 11:12:00
511,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,1,1,,0,3018,3153,0.957183634633682,2019-01-27 11:12:00
512,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,1,1,,3,1544,2019,0.764735017335314,2019-01-27 11:12:00
513,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_IFB_2,3,2,2019,0.000990589400693413,2019-01-27 11:12:00
514,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,51,CLK_DROPOUT_2,0,26,3153,0.00824611481129083,2019-01-27 11:12:00
515,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_VDD,3,61,2019,0.0302129767211491,2019-01-27 11:12:00
516,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,51,CLK_DROPOUT,1,28,2920,0.00958904109589041,2019-01-27 11:12:00
517,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_GND,3,57,2019,0.0282317979197623,2019-01-27 11:12:00
518,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_CSQ_2,3,61,2019,0.0302129767211491,2019-01-27 11:12:00
519,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_VDD,1,14,2920,0.00479452054794521,2019-01-27 11:12:00
520,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_IFA_2,3,2,2019,0.000990589400693413,2019-01-27 11:12:00
521,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,51,CLK_DROPOUT,3,16,2019,0.0079247152055473,2019-01-27 11:12:00
522,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,55,VDD_UV,0,1,3153,0.000317158261972724,2019-01-27 11:12:00
523,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_IFA,1,93,2920,0.0318493150684932,2019-01-27 11:12:00
524,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,50,F_DIGITAL_2,1,4,2920,0.00136986301369863,2019-01-27 11:12:00
525,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,50,SIGNAL_CLK,1,1,2920,0.000342465753424658,2019-01-27 11:12:00
526,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,51,CLK_DROPOUT_2,1,18,2920,0.00616438356164384,2019-01-27 11:12:00
527,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_CSQ,3,81,2019,0.0401188707280832,2019-01-27 11:12:00
528,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,51,CLK_DROPOUT,0,25,3153,0.00792895654931811,2019-01-27 11:12:00
529,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,70,START_TEMP,0,8,3153,0.0025372660957818,2019-01-27 11:12:00
530,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_VDD_2,3,21,2019,0.0104011887072808,2019-01-27 11:12:00
531,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_SCK_2,3,13,2019,0.00643883110450718,2019-01-27 11:12:00
532,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,50,SIGNAL_CLK_2,1,4,2920,0.00136986301369863,2019-01-27 11:12:00
533,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,50,F_DIGITAL_2,0,1,3153,0.000317158261972724,2019-01-27 11:12:00
534,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_CLK,3,12,2019,0.00594353640416048,2019-01-27 11:12:00
535,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_GND_2,3,11,2019,0.00544824170381377,2019-01-27 11:12:00
536,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_IFB,3,53,2019,0.0262506191183754,2019-01-27 11:12:00
537,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,51,CLK_DROPOUT_2,3,13,2019,0.00643883110450718,2019-01-27 11:12:00
538,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,57,CHIP_RESET_DN,1,1,2920,0.000342465753424658,2019-01-27 11:12:00
539,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_CLK_2,3,13,2019,0.00643883110450718,2019-01-27 11:12:00
540,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,50,SIGNAL_CLK,0,2,3153,0.000634316523945449,2019-01-27 11:12:00
541,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_IFB_2,1,14,2920,0.00479452054794521,2019-01-27 11:12:00
542,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,5,6,SHORT_VDD,3,1,2019,0.000495294700346706,2019-01-27 11:12:00
543,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_GND_2,1,22,2920,0.00753424657534247,2019-01-27 11:12:00
544,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_GND,1,9,2920,0.00308219178082192,2019-01-27 11:12:00
545,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_CSQ_2,0,19,3153,0.00602600697748176,2019-01-27 11:12:00
546,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,48,VRA3_OV_2,1,5,2920,0.00171232876712329,2019-01-27 11:12:00
547,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_IFA,3,14,2019,0.00693412580485389,2019-01-27 11:12:00
548,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_VDD_2,1,2,2920,0.000684931506849315,2019-01-27 11:12:00
549,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,50,F_DIGITAL,1,2,2920,0.000684931506849315,2019-01-27 11:12:00
550,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_IFA_2,1,3,2920,0.00102739726027397,2019-01-27 11:12:00
551,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,48,VRA3_OV,1,1,2920,0.000342465753424658,2019-01-27 11:12:00
552,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_DAT,3,36,2019,0.0178306092124814,2019-01-27 11:12:00
553,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_CLK,1,2,2920,0.000684931506849315,2019-01-27 11:12:00
554,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_CSQ,0,27,3153,0.00856327307326356,2019-01-27 11:12:00
555,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_CSQ_2,1,2,2920,0.000684931506849315,2019-01-27 11:12:00
556,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_CLK,0,2,3153,0.000634316523945449,2019-01-27 11:12:00
557,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,50,SIGNAL_CLK_2,0,1,3153,0.000317158261972724,2019-01-27 11:12:00
558,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_DAT_2,0,4,3153,0.0012686330478909,2019-01-27 11:12:00
559,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,50,F_DIGITAL_2,3,2,2019,0.000990589400693413,2019-01-27 11:12:00
560,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_SCK,0,12,3153,0.00380589914367269,2019-01-27 11:12:00
561,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_SCK_2,0,3,3153,0.000951474785918173,2019-01-27 11:12:00
562,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_CLK_2,0,2,3153,0.000634316523945449,2019-01-27 11:12:00
563,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,48,VRD_OV_2,0,1,3153,0.000317158261972724,2019-01-27 11:12:00
564,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,5,6,SHORT_DATA,0,1,3153,0.000317158261972724,2019-01-27 11:12:00
565,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,99,,2,23,24,0.958333333333333,2019-01-27 11:12:00
566,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,70,START_TEMP,2,1,24,0.0416666666666667,2019-01-27 11:12:00
567,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,70,START_TEMP,3,2,2019,0.000990589400693413,2019-01-27 11:12:00
568,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,70,START_TEMP,1,1,2920,0.000342465753424658,2019-01-27 11:12:00
569,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,57,CHIP_RESET_DN_2,1,1,2920,0.000342465753424658,2019-01-27 11:12:00
570,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,6,39,KELVINRES_DAT_2,3,1,2019,0.000495294700346706,2019-01-27 11:12:00
571,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,48,VRA3_OV,3,1,2019,0.000495294700346706,2019-01-27 11:12:00
572,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,48,VRD_OV,3,1,2019,0.000495294700346706,2019-01-27 11:12:00
573,lot40,1/27/2019 11:12,B2,testprogram3,tester5,Loadboard3,Handler3,8,50,SIGNAL_CLK,3,1,2019,0.000495294700346706,2019-01-27 11:12:00
574,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,51,CLK_DROPOUT_2,0,18,2241,0.00803212851405622,2019-02-01 10:04:00
575,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,1,1,,1,2182,2222,0.981998199819982,2019-02-01 10:04:00
576,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,1,1,,0,2204,2241,0.983489513609996,2019-02-01 10:04:00
577,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,1,1,,2,2192,2232,0.982078853046595,2019-02-01 10:04:00
578,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,48,VRA3_OV,3,1,2207,0.000453103760761214,2019-02-01 10:04:00
579,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,1,1,,3,2089,2207,0.946533756230177,2019-02-01 10:04:00
580,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,60,INPUT_LVL_3V_2,1,3,2222,0.00135013501350135,2019-02-01 10:04:00
581,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,6,39,KELVINRES_SCK,3,5,2207,0.00226551880380607,2019-02-01 10:04:00
582,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,51,CLK_DROPOUT,0,11,2241,0.00490852298081214,2019-02-01 10:04:00
583,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,6,39,KELVINRES_CLK_2,3,8,2207,0.00362483008608971,2019-02-01 10:04:00
584,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,6,39,KELVINRES_IFB_2,3,39,2207,0.0176710466696874,2019-02-01 10:04:00
585,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,51,CLK_DROPOUT_2,2,18,2232,0.00806451612903226,2019-02-01 10:04:00
586,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,51,CLK_DROPOUT_2,1,12,2222,0.0054005400540054,2019-02-01 10:04:00
587,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,51,CLK_DROPOUT,1,18,2222,0.0081008100810081,2019-02-01 10:04:00
588,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,48,VRA3_OV,2,1,2232,0.000448028673835125,2019-02-01 10:04:00
589,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,51,CLK_DROPOUT,3,10,2207,0.00453103760761214,2019-02-01 10:04:00
590,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,10,30,A_RES_SYM,2,1,2232,0.000448028673835125,2019-02-01 10:04:00
591,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,6,39,KELVINRES_CSQ,3,1,2207,0.000453103760761214,2019-02-01 10:04:00
592,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,10,37,AC_RES_SYM,3,29,2207,0.0131400090620752,2019-02-01 10:04:00
593,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,6,39,KELVINRES_DAT,3,4,2207,0.00181241504304486,2019-02-01 10:04:00
594,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,51,CLK_DROPOUT_2,3,17,2207,0.00770276393294064,2019-02-01 10:04:00
595,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,6,39,KELVINRES_IFB_2,1,1,2222,0.00045004500450045,2019-02-01 10:04:00
596,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,7,85,G_CSQ_PORT_3V_2,2,2,2232,0.000896057347670251,2019-02-01 10:04:00
597,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,48,VRA3_OV_2,3,2,2207,0.000906207521522429,2019-02-01 10:04:00
598,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,6,39,KELVINRES_GND,1,1,2222,0.00045004500450045,2019-02-01 10:04:00
599,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,51,CLK_DROPOUT,2,18,2232,0.00806451612903226,2019-02-01 10:04:00
600,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,50,SIGNAL_CLK_2,1,1,2222,0.00045004500450045,2019-02-01 10:04:00
601,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,7,85,G_VRA_5V_2,3,1,2207,0.000453103760761214,2019-02-01 10:04:00
602,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,6,39,KELVINRES_IFB_2,0,3,2241,0.00133868808567604,2019-02-01 10:04:00
603,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,50,SIGNAL_CLK_2,0,1,2241,0.000446229361892012,2019-02-01 10:04:00
604,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,7,85,G_VRA_3V,1,1,2222,0.00045004500450045,2019-02-01 10:04:00
605,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,6,39,KELVINRES_IFA,1,1,2222,0.00045004500450045,2019-02-01 10:04:00
606,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,10,37,AC_RES_SYM,0,1,2241,0.000446229361892012,2019-02-01 10:04:00
607,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,50,SIGNAL_CLK,1,1,2222,0.00045004500450045,2019-02-01 10:04:00
608,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,48,VRG_OV_2,0,1,2241,0.000446229361892012,2019-02-01 10:04:00
609,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,6,39,KELVINRES_IFB,3,1,2207,0.000453103760761214,2019-02-01 10:04:00
610,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,6,39,KELVINRES_IFB,0,1,2241,0.000446229361892012,2019-02-01 10:04:00
611,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,8,54,STAT_REG_READ,1,1,2222,0.00045004500450045,2019-02-01 10:04:00
612,lot42,2/1/2019 10:04,B1,testprogram1,tester3,Loadboard3,Handler2,7,85,G_CSQ_PORT_3V_2,0,1,2241,0.000446229361892012,2019-02-01 10:04:00
613,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,8,51,CLK_DROPOUT_2,0,9,2209,0.00407424173834314,2019-02-01 23:21:00
614,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,8,51,CLK_DROPOUT_2,1,12,2206,0.00543970988213962,2019-02-01 23:21:00
615,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,8,51,CLK_DROPOUT_2,2,6,2206,0.00271985494106981,2019-02-01 23:21:00
616,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,1,1,,0,2097,2209,0.949298325033952,2019-02-01 23:21:00
617,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,1,1,,1,2168,2206,0.982774252039891,2019-02-01 23:21:00
618,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,1,1,,2,2147,2206,0.973254759746147,2019-02-01 23:21:00
619,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,1,1,,3,1974,2203,0.896050839763958,2019-02-01 23:21:00
620,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,6,70,START_TEMP_2,2,35,2206,0.0158658204895739,2019-02-01 23:21:00
621,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,6,70,START_TEMP_2,3,24,2203,0.0108942351339083,2019-02-01 23:21:00
622,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,6,70,START_TEMP_2,0,26,2209,0.0117700316885469,2019-02-01 23:21:00
623,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,6,70,START_TEMP,2,1,2206,0.000453309156844968,2019-02-01 23:21:00
624,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,8,50,SIGNAL_CLK,3,5,2203,0.00226963231956423,2019-02-01 23:21:00
625,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,6,70,START_TEMP_2,1,1,2206,0.000453309156844968,2019-02-01 23:21:00
626,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,10,37,AC_RES_SYM,3,25,2203,0.0113481615978212,2019-02-01 23:21:00
627,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,6,39,KELVINRES_IFB_2,3,48,2203,0.0217884702678166,2019-02-01 23:21:00
628,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,8,51,CLK_DROPOUT,3,14,2203,0.00635497049477985,2019-02-01 23:21:00
629,lot42,2/1/2019 23:21,B3,testprogram5,tester3,Loadboard3,Handler2,8,50,SIGNAL_CLK,1,2,2206,0.000906618313689937,2019-02-01 23:21:00
